950, 1.000000, 915, 583, 1772, 2549.000000, 30.282335, 0.575020, 0.093329, 29.487527
950, 1.000000, 915, 583, 1772, 2549.000000, 29.995076, 0.503392, 0.095432, 29.273530
950, 1.000000, 915, 583, 1772, 2549.000000, 31.468912, 0.532380, 0.119930, 30.693522
950, 1.000000, 915, 583, 1772, 2549.000000, 29.793048, 0.483095, 0.092363, 29.096318
950, 1.000000, 915, 583, 1772, 2549.000000, 29.709971, 0.485603, 0.094409, 29.009047
950, 1.000000, 915, 583, 1772, 2549.000000, 30.421426, 0.483203, 0.107070, 29.697592
950, 1.000000, 915, 583, 1772, 2549.000000, 29.688554, 0.518338, 0.092403, 28.958366
950, 1.000000, 915, 583, 1772, 2549.000000, 29.541292, 0.486643, 0.093005, 28.842036
950, 1.000000, 915, 583, 1772, 2549.000000, 31.050353, 0.480999, 0.093905, 30.354217
950, 1.000000, 915, 583, 1772, 2549.000000, 29.844327, 0.493763, 0.108779, 29.095147
950, 1.000000, 915, 583, 1772, 2549.000000, 29.718835, 0.498887, 0.094874, 29.002412
950, 1.000000, 915, 583, 1772, 2549.000000, 29.654942, 0.485458, 0.092187, 28.957243
950, 1.000000, 915, 583, 1772, 2549.000000, 29.929368, 0.485554, 0.093806, 29.230204
950, 1.000000, 915, 583, 1772, 2549.000000, 29.965290, 0.499289, 0.093563, 29.247964
950, 1.000000, 915, 583, 1772, 2549.000000, 30.559012, 0.488552, 0.094113, 29.855362
950, 1.000000, 915, 583, 1772, 2549.000000, 29.806756, 0.488774, 0.095285, 29.100427
950, 1.000000, 915, 583, 1772, 2549.000000, 29.999018, 0.497114, 0.093239, 29.285039
950, 1.000000, 915, 583, 1772, 2549.000000, 34.540709, 0.479771, 0.092597, 33.845849
950, 1.000000, 915, 583, 1772, 2549.000000, 36.390231, 0.606965, 0.097030, 35.553741
950, 1.000000, 915, 583, 1772, 2549.000000, 34.741234, 0.607752, 0.107316, 33.859857
