250, 1.000000, 223, 20, 36, 591.000000, 0.070167, 0.047473, 0.014541, 0.001387
250, 1.000000, 223, 20, 36, 591.000000, 0.073565, 0.049426, 0.014664, 0.001621
250, 1.000000, 223, 20, 36, 591.000000, 0.074325, 0.047902, 0.015023, 0.001621
250, 1.000000, 223, 20, 36, 591.000000, 0.071303, 0.048848, 0.014584, 0.001116
250, 1.000000, 223, 20, 36, 591.000000, 0.072819, 0.051315, 0.013191, 0.001096
250, 1.000000, 223, 20, 36, 591.000000, 0.069017, 0.047480, 0.013165, 0.001167
250, 1.000000, 223, 20, 36, 591.000000, 0.072524, 0.048485, 0.014719, 0.001265
250, 1.000000, 223, 20, 36, 591.000000, 0.073563, 0.049922, 0.014574, 0.001252
250, 1.000000, 223, 20, 36, 591.000000, 0.069282, 0.048442, 0.013450, 0.001112
250, 1.000000, 223, 20, 36, 591.000000, 0.068633, 0.047640, 0.012391, 0.001132
250, 1.000000, 223, 20, 36, 591.000000, 0.076363, 0.052192, 0.014331, 0.001658
250, 1.000000, 223, 20, 36, 591.000000, 0.078296, 0.050911, 0.016937, 0.001618
250, 1.000000, 223, 20, 36, 591.000000, 0.073482, 0.049307, 0.014274, 0.001626
250, 1.000000, 223, 20, 36, 591.000000, 0.071312, 0.049088, 0.013286, 0.001579
250, 1.000000, 223, 20, 36, 591.000000, 0.068500, 0.047069, 0.012953, 0.001253
250, 1.000000, 223, 20, 36, 591.000000, 0.069399, 0.046567, 0.014347, 0.001260
250, 1.000000, 223, 20, 36, 591.000000, 0.073184, 0.049786, 0.012497, 0.001630
250, 1.000000, 223, 20, 36, 591.000000, 0.069486, 0.048608, 0.013285, 0.001124
250, 1.000000, 223, 20, 36, 591.000000, 0.072380, 0.050577, 0.012550, 0.001567
250, 1.000000, 223, 20, 36, 591.000000, 0.070206, 0.048101, 0.013317, 0.001621
