# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
50, 1.000000, 47, 22, 51, 134.000000, 0.007477, 0.002413, 0.001544, 0.002258
50, 1.000000, 47, 22, 51, 134.000000, 0.004629, 0.001393, 0.001013, 0.001384
50, 1.000000, 47, 22, 51, 134.000000, 0.004504, 0.001375, 0.000975, 0.001356
50, 1.000000, 47, 22, 51, 134.000000, 0.004683, 0.001406, 0.001027, 0.001425
50, 1.000000, 47, 22, 51, 134.000000, 0.005675, 0.001374, 0.001072, 0.002202
50, 1.000000, 47, 22, 51, 134.000000, 0.006040, 0.001674, 0.001112, 0.002136
50, 1.000000, 47, 22, 51, 134.000000, 0.006037, 0.001780, 0.001089, 0.002113
50, 1.000000, 47, 22, 51, 134.000000, 0.004818, 0.001674, 0.001007, 0.001316
50, 1.000000, 47, 22, 51, 134.000000, 0.006201, 0.001718, 0.001675, 0.001650
50, 1.000000, 47, 22, 51, 134.000000, 0.005417, 0.001577, 0.001401, 0.001575
50, 1.000000, 47, 22, 51, 134.000000, 0.005427, 0.001465, 0.001110, 0.001742
50, 1.000000, 47, 22, 51, 134.000000, 0.007072, 0.002075, 0.001586, 0.002145
50, 1.000000, 47, 22, 51, 134.000000, 0.008217, 0.002708, 0.001662, 0.002402
50, 1.000000, 47, 22, 51, 134.000000, 0.005543, 0.001596, 0.001309, 0.001628
50, 1.000000, 47, 22, 51, 134.000000, 0.005565, 0.001699, 0.001151, 0.001744
50, 1.000000, 47, 22, 51, 134.000000, 0.004865, 0.001420, 0.001130, 0.001387
50, 1.000000, 47, 22, 51, 134.000000, 0.005853, 0.001931, 0.001201, 0.001660
50, 1.000000, 47, 22, 51, 134.000000, 0.005222, 0.001625, 0.001164, 0.001533
50, 1.000000, 47, 22, 51, 134.000000, 0.006530, 0.001796, 0.001522, 0.002022
50, 1.000000, 47, 22, 51, 134.000000, 0.004747, 0.001422, 0.001106, 0.001403
