# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
700, 1.000000, 611, 62, 121, 1735.000000, 0.596643, 0.382005, 0.166596, 0.012816
700, 1.000000, 611, 62, 121, 1735.000000, 0.588539, 0.375790, 0.166526, 0.012719
700, 1.000000, 611, 62, 121, 1735.000000, 0.589067, 0.375514, 0.166888, 0.012158
700, 1.000000, 611, 62, 121, 1735.000000, 0.589466, 0.375657, 0.167044, 0.012178
700, 1.000000, 611, 62, 121, 1735.000000, 0.591969, 0.377229, 0.167712, 0.012795
700, 1.000000, 611, 62, 121, 1735.000000, 0.585665, 0.373283, 0.166490, 0.012007
700, 1.000000, 611, 62, 121, 1735.000000, 0.608847, 0.400033, 0.162447, 0.012397
700, 1.000000, 611, 62, 121, 1735.000000, 0.591176, 0.373301, 0.167373, 0.013131
700, 1.000000, 611, 62, 121, 1735.000000, 0.594873, 0.379071, 0.165304, 0.012716
700, 1.000000, 611, 62, 121, 1735.000000, 0.589494, 0.374890, 0.168567, 0.012515
700, 1.000000, 611, 62, 121, 1735.000000, 0.591650, 0.379500, 0.165627, 0.012582
700, 1.000000, 611, 62, 121, 1735.000000, 0.592022, 0.377860, 0.166513, 0.012089
700, 1.000000, 611, 62, 121, 1735.000000, 0.595882, 0.376970, 0.168299, 0.012409
700, 1.000000, 611, 62, 121, 1735.000000, 0.595555, 0.381904, 0.167526, 0.012011
700, 1.000000, 611, 62, 121, 1735.000000, 0.592589, 0.375053, 0.166739, 0.013107
700, 1.000000, 611, 62, 121, 1735.000000, 0.592508, 0.379407, 0.166302, 0.012174
700, 1.000000, 611, 62, 121, 1735.000000, 0.593269, 0.377328, 0.168995, 0.012620
700, 1.000000, 611, 62, 121, 1735.000000, 0.587431, 0.374610, 0.166125, 0.012364
700, 1.000000, 611, 62, 121, 1735.000000, 0.594196, 0.379977, 0.167746, 0.012052
700, 1.000000, 611, 62, 121, 1735.000000, 0.591285, 0.375697, 0.165279, 0.012242
