# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
650, 1.000000, 587, 83, 167, 1705.000000, 0.513523, 0.347190, 0.106735, 0.024369
650, 1.000000, 587, 83, 167, 1705.000000, 0.501083, 0.338901, 0.104437, 0.024054
650, 1.000000, 587, 83, 167, 1705.000000, 0.507918, 0.341842, 0.107985, 0.024269
650, 1.000000, 587, 83, 167, 1705.000000, 0.497119, 0.337087, 0.102331, 0.024232
650, 1.000000, 587, 83, 167, 1705.000000, 0.505112, 0.340761, 0.105894, 0.023431
650, 1.000000, 587, 83, 167, 1705.000000, 0.505858, 0.338378, 0.105202, 0.025157
650, 1.000000, 587, 83, 167, 1705.000000, 0.510881, 0.343110, 0.105787, 0.024506
650, 1.000000, 587, 83, 167, 1705.000000, 0.514994, 0.343507, 0.108982, 0.024675
650, 1.000000, 587, 83, 167, 1705.000000, 0.505714, 0.341413, 0.106412, 0.024515
650, 1.000000, 587, 83, 167, 1705.000000, 0.506663, 0.337136, 0.107996, 0.023920
650, 1.000000, 587, 83, 167, 1705.000000, 0.502739, 0.341001, 0.102853, 0.024645
650, 1.000000, 587, 83, 167, 1705.000000, 0.499401, 0.336292, 0.105534, 0.023661
650, 1.000000, 587, 83, 167, 1705.000000, 0.506447, 0.340712, 0.108647, 0.023708
650, 1.000000, 587, 83, 167, 1705.000000, 0.502387, 0.334892, 0.106673, 0.023951
650, 1.000000, 587, 83, 167, 1705.000000, 0.511156, 0.349790, 0.103868, 0.023560
650, 1.000000, 587, 83, 167, 1705.000000, 0.505543, 0.340719, 0.106280, 0.024515
650, 1.000000, 587, 83, 167, 1705.000000, 0.502462, 0.338881, 0.104409, 0.023886
650, 1.000000, 587, 83, 167, 1705.000000, 0.505995, 0.343914, 0.104454, 0.023461
650, 1.000000, 587, 83, 167, 1705.000000, 0.511410, 0.346782, 0.106640, 0.023508
650, 1.000000, 587, 83, 167, 1705.000000, 0.504407, 0.341349, 0.105447, 0.024098
