# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
900, 1.000000, 774, 95, 190, 2237.000000, 0.992913, 0.641005, 0.255299, 0.039833
900, 1.000000, 774, 95, 190, 2237.000000, 0.983363, 0.632657, 0.252554, 0.042549
900, 1.000000, 774, 95, 190, 2237.000000, 0.987605, 0.635389, 0.254919, 0.040549
900, 1.000000, 774, 95, 190, 2237.000000, 0.993032, 0.643796, 0.253273, 0.039207
900, 1.000000, 774, 95, 190, 2237.000000, 0.981153, 0.634283, 0.251323, 0.041179
900, 1.000000, 774, 95, 190, 2237.000000, 0.992853, 0.637490, 0.257248, 0.040912
900, 1.000000, 774, 95, 190, 2237.000000, 0.993098, 0.641882, 0.253985, 0.039954
900, 1.000000, 774, 95, 190, 2237.000000, 0.987873, 0.636141, 0.255866, 0.039343
900, 1.000000, 774, 95, 190, 2237.000000, 0.981471, 0.631230, 0.252479, 0.040813
900, 1.000000, 774, 95, 190, 2237.000000, 0.993936, 0.641700, 0.253090, 0.040866
900, 1.000000, 774, 95, 190, 2237.000000, 0.991677, 0.642284, 0.253479, 0.039483
900, 1.000000, 774, 95, 190, 2237.000000, 0.981383, 0.631363, 0.252842, 0.041334
900, 1.000000, 774, 95, 190, 2237.000000, 0.982964, 0.631147, 0.254183, 0.041836
900, 1.000000, 774, 95, 190, 2237.000000, 0.985345, 0.636929, 0.251268, 0.040662
900, 1.000000, 774, 95, 190, 2237.000000, 0.988081, 0.637971, 0.254226, 0.039454
900, 1.000000, 774, 95, 190, 2237.000000, 0.992285, 0.641313, 0.253823, 0.040348
900, 1.000000, 774, 95, 190, 2237.000000, 0.995859, 0.637690, 0.255859, 0.040700
900, 1.000000, 774, 95, 190, 2237.000000, 0.992250, 0.642413, 0.253227, 0.040455
900, 1.000000, 774, 95, 190, 2237.000000, 0.999276, 0.640859, 0.255799, 0.040556
900, 1.000000, 774, 95, 190, 2237.000000, 0.989461, 0.640248, 0.252971, 0.040380
