# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
900, 1.000000, 752, 53, 103, 2268.000000, 0.961892, 0.691008, 0.207134, 0.009062
900, 1.000000, 752, 53, 103, 2268.000000, 0.961458, 0.699125, 0.203291, 0.009202
900, 1.000000, 752, 53, 103, 2268.000000, 0.967070, 0.698760, 0.207949, 0.008915
900, 1.000000, 752, 53, 103, 2268.000000, 0.959945, 0.690405, 0.206639, 0.008972
900, 1.000000, 752, 53, 103, 2268.000000, 0.964811, 0.699052, 0.205504, 0.008866
900, 1.000000, 752, 53, 103, 2268.000000, 0.971018, 0.703491, 0.207027, 0.009288
900, 1.000000, 752, 53, 103, 2268.000000, 0.968900, 0.698495, 0.210524, 0.008728
900, 1.000000, 752, 53, 103, 2268.000000, 1.016025, 0.747461, 0.208420, 0.009223
900, 1.000000, 752, 53, 103, 2268.000000, 0.964404, 0.697194, 0.207755, 0.008923
900, 1.000000, 752, 53, 103, 2268.000000, 0.973212, 0.700759, 0.208447, 0.009051
900, 1.000000, 752, 53, 103, 2268.000000, 0.965774, 0.701926, 0.204035, 0.009158
900, 1.000000, 752, 53, 103, 2268.000000, 0.962208, 0.697478, 0.205746, 0.009162
900, 1.000000, 752, 53, 103, 2268.000000, 0.963022, 0.697534, 0.205648, 0.009148
900, 1.000000, 752, 53, 103, 2268.000000, 0.966927, 0.699591, 0.206384, 0.008886
900, 1.000000, 752, 53, 103, 2268.000000, 0.960590, 0.696331, 0.204037, 0.008802
900, 1.000000, 752, 53, 103, 2268.000000, 0.970372, 0.699779, 0.209954, 0.009293
900, 1.000000, 752, 53, 103, 2268.000000, 0.960941, 0.696116, 0.205608, 0.009017
900, 1.000000, 752, 53, 103, 2268.000000, 0.972652, 0.699738, 0.208259, 0.009304
900, 1.000000, 752, 53, 103, 2268.000000, 0.963320, 0.698441, 0.205061, 0.009218
900, 1.000000, 752, 53, 103, 2268.000000, 0.972835, 0.699584, 0.210025, 0.008873
