# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
100, 1.000000, 93, 16, 34, 257.000000, 0.011696, 0.006572, 0.002263, 0.000959
100, 1.000000, 93, 16, 34, 257.000000, 0.011326, 0.006077, 0.002189, 0.000839
100, 1.000000, 93, 16, 34, 257.000000, 0.011769, 0.006592, 0.002369, 0.000960
100, 1.000000, 93, 16, 34, 257.000000, 0.011300, 0.006139, 0.002179, 0.001178
100, 1.000000, 93, 16, 34, 257.000000, 0.013249, 0.007992, 0.002655, 0.000838
100, 1.000000, 93, 16, 34, 257.000000, 0.014277, 0.008299, 0.002815, 0.000873
100, 1.000000, 93, 16, 34, 257.000000, 0.011262, 0.006208, 0.002179, 0.001084
100, 1.000000, 93, 16, 34, 257.000000, 0.012899, 0.008062, 0.002225, 0.000846
100, 1.000000, 93, 16, 34, 257.000000, 0.010678, 0.005998, 0.002131, 0.000833
100, 1.000000, 93, 16, 34, 257.000000, 0.012416, 0.006456, 0.002583, 0.001258
100, 1.000000, 93, 16, 34, 257.000000, 0.016935, 0.009990, 0.003366, 0.000948
100, 1.000000, 93, 16, 34, 257.000000, 0.011210, 0.006496, 0.002113, 0.000876
100, 1.000000, 93, 16, 34, 257.000000, 0.011608, 0.006372, 0.002461, 0.000877
100, 1.000000, 93, 16, 34, 257.000000, 0.010793, 0.006082, 0.002192, 0.000773
100, 1.000000, 93, 16, 34, 257.000000, 0.011271, 0.006010, 0.002183, 0.000982
100, 1.000000, 93, 16, 34, 257.000000, 0.011067, 0.006174, 0.002173, 0.000920
100, 1.000000, 93, 16, 34, 257.000000, 0.011243, 0.006058, 0.002574, 0.000829
100, 1.000000, 93, 16, 34, 257.000000, 0.014927, 0.008478, 0.002963, 0.001147
100, 1.000000, 93, 16, 34, 257.000000, 0.013440, 0.007851, 0.002587, 0.000970
100, 1.000000, 93, 16, 34, 257.000000, 0.011321, 0.006323, 0.002332, 0.000837
