# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
300, 1.000000, 287, 62, 117, 726.000000, 0.101327, 0.066898, 0.014156, 0.010483
300, 1.000000, 287, 62, 117, 726.000000, 0.103562, 0.068571, 0.014832, 0.010232
300, 1.000000, 287, 62, 117, 726.000000, 0.109872, 0.074816, 0.014443, 0.010730
300, 1.000000, 287, 62, 117, 726.000000, 0.102259, 0.065291, 0.015024, 0.010614
300, 1.000000, 287, 62, 117, 726.000000, 0.105562, 0.070800, 0.014217, 0.010394
300, 1.000000, 287, 62, 117, 726.000000, 0.100334, 0.066197, 0.014535, 0.010200
300, 1.000000, 287, 62, 117, 726.000000, 0.106387, 0.071740, 0.013972, 0.011178
300, 1.000000, 287, 62, 117, 726.000000, 0.100463, 0.066229, 0.013986, 0.010737
300, 1.000000, 287, 62, 117, 726.000000, 0.108424, 0.071484, 0.014673, 0.010885
300, 1.000000, 287, 62, 117, 726.000000, 0.101439, 0.064937, 0.014516, 0.010729
300, 1.000000, 287, 62, 117, 726.000000, 0.104848, 0.070186, 0.014081, 0.011021
300, 1.000000, 287, 62, 117, 726.000000, 0.101137, 0.066003, 0.014253, 0.011395
300, 1.000000, 287, 62, 117, 726.000000, 0.103759, 0.069700, 0.014180, 0.010362
300, 1.000000, 287, 62, 117, 726.000000, 0.100102, 0.066159, 0.014081, 0.010442
300, 1.000000, 287, 62, 117, 726.000000, 0.105746, 0.068162, 0.014500, 0.010218
300, 1.000000, 287, 62, 117, 726.000000, 0.100278, 0.066198, 0.014183, 0.010260
300, 1.000000, 287, 62, 117, 726.000000, 0.108965, 0.072246, 0.014964, 0.010396
300, 1.000000, 287, 62, 117, 726.000000, 0.102284, 0.065272, 0.014867, 0.010753
300, 1.000000, 287, 62, 117, 726.000000, 0.101817, 0.066420, 0.015843, 0.010200
300, 1.000000, 287, 62, 117, 726.000000, 0.104200, 0.069818, 0.014251, 0.010448
