# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
100, 1.000000, 88, 66, 163, 283.000000, 0.033295, 0.004555, 0.002189, 0.024025
100, 1.000000, 88, 66, 163, 283.000000, 0.031029, 0.003312, 0.001767, 0.023778
100, 1.000000, 88, 66, 163, 283.000000, 0.031609, 0.003380, 0.001832, 0.024292
100, 1.000000, 88, 66, 163, 283.000000, 0.034471, 0.004634, 0.002724, 0.024090
100, 1.000000, 88, 66, 163, 283.000000, 0.032374, 0.003696, 0.001986, 0.024412
100, 1.000000, 88, 66, 163, 283.000000, 0.031143, 0.003378, 0.001836, 0.023766
100, 1.000000, 88, 66, 163, 283.000000, 0.031802, 0.003405, 0.001863, 0.024366
100, 1.000000, 88, 66, 163, 283.000000, 0.033895, 0.004629, 0.002597, 0.023753
100, 1.000000, 88, 66, 163, 283.000000, 0.031005, 0.003364, 0.001754, 0.023716
100, 1.000000, 88, 66, 163, 283.000000, 0.033741, 0.003910, 0.002288, 0.025070
100, 1.000000, 88, 66, 163, 283.000000, 0.035128, 0.004026, 0.002548, 0.025748
100, 1.000000, 88, 66, 163, 283.000000, 0.031938, 0.003611, 0.001789, 0.024347
100, 1.000000, 88, 66, 163, 283.000000, 0.031566, 0.003354, 0.001815, 0.024271
100, 1.000000, 88, 66, 163, 283.000000, 0.036525, 0.005169, 0.002708, 0.024668
100, 1.000000, 88, 66, 163, 283.000000, 0.033780, 0.004953, 0.002342, 0.024004
100, 1.000000, 88, 66, 163, 283.000000, 0.033385, 0.003995, 0.002352, 0.024351
100, 1.000000, 88, 66, 163, 283.000000, 0.032714, 0.003326, 0.001720, 0.025506
100, 1.000000, 88, 66, 163, 283.000000, 0.034088, 0.004725, 0.002532, 0.024302
100, 1.000000, 88, 66, 163, 283.000000, 0.035381, 0.004948, 0.002047, 0.025166
100, 1.000000, 88, 66, 163, 283.000000, 0.035037, 0.003798, 0.002573, 0.025585
