# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
750, 1.000000, 683, 134, 283, 1929.000000, 0.831133, 0.409727, 0.248188, 0.128246
750, 1.000000, 683, 134, 283, 1929.000000, 0.836027, 0.409650, 0.249107, 0.127992
750, 1.000000, 683, 134, 283, 1929.000000, 0.826134, 0.407618, 0.245801, 0.127727
750, 1.000000, 683, 134, 283, 1929.000000, 0.838973, 0.412163, 0.249566, 0.127686
750, 1.000000, 683, 134, 283, 1929.000000, 0.830238, 0.410929, 0.247719, 0.126956
750, 1.000000, 683, 134, 283, 1929.000000, 0.833294, 0.412848, 0.247460, 0.127768
750, 1.000000, 683, 134, 283, 1929.000000, 0.827677, 0.407833, 0.246903, 0.128031
750, 1.000000, 683, 134, 283, 1929.000000, 0.827053, 0.408076, 0.246707, 0.127328
750, 1.000000, 683, 134, 283, 1929.000000, 0.827266, 0.407402, 0.248264, 0.126804
750, 1.000000, 683, 134, 283, 1929.000000, 0.831320, 0.410060, 0.248610, 0.127703
750, 1.000000, 683, 134, 283, 1929.000000, 0.826811, 0.402216, 0.248473, 0.127576
750, 1.000000, 683, 134, 283, 1929.000000, 0.835048, 0.414633, 0.248239, 0.127510
750, 1.000000, 683, 134, 283, 1929.000000, 0.838892, 0.411876, 0.250328, 0.127266
750, 1.000000, 683, 134, 283, 1929.000000, 0.827572, 0.406420, 0.248355, 0.128388
750, 1.000000, 683, 134, 283, 1929.000000, 0.830575, 0.410076, 0.247616, 0.128291
750, 1.000000, 683, 134, 283, 1929.000000, 0.834165, 0.415818, 0.246635, 0.127073
750, 1.000000, 683, 134, 283, 1929.000000, 0.831488, 0.411775, 0.247164, 0.127375
750, 1.000000, 683, 134, 283, 1929.000000, 0.829295, 0.411143, 0.245701, 0.127713
750, 1.000000, 683, 134, 283, 1929.000000, 0.823442, 0.404478, 0.246885, 0.127726
750, 1.000000, 683, 134, 283, 1929.000000, 0.831696, 0.410624, 0.247438, 0.128513
