# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
300, 1.000000, 294, 61, 196, 777.000000, 0.174651, 0.098190, 0.016050, 0.051550
300, 1.000000, 294, 61, 196, 777.000000, 0.174033, 0.096747, 0.015858, 0.052742
300, 1.000000, 294, 61, 196, 777.000000, 0.167294, 0.093452, 0.015439, 0.049717
300, 1.000000, 294, 61, 196, 777.000000, 0.170250, 0.097007, 0.014707, 0.049062
300, 1.000000, 294, 61, 196, 777.000000, 0.172097, 0.097231, 0.016741, 0.049242
300, 1.000000, 294, 61, 196, 777.000000, 0.163319, 0.092021, 0.014805, 0.046852
300, 1.000000, 294, 61, 196, 777.000000, 0.173954, 0.096028, 0.016089, 0.053617
300, 1.000000, 294, 61, 196, 777.000000, 0.176147, 0.098590, 0.015524, 0.052423
300, 1.000000, 294, 61, 196, 777.000000, 0.175993, 0.099401, 0.015711, 0.051232
300, 1.000000, 294, 61, 196, 777.000000, 0.174330, 0.098478, 0.016117, 0.051477
300, 1.000000, 294, 61, 196, 777.000000, 0.171918, 0.094626, 0.016328, 0.051410
300, 1.000000, 294, 61, 196, 777.000000, 0.168228, 0.093640, 0.015714, 0.050324
300, 1.000000, 294, 61, 196, 777.000000, 0.169343, 0.094343, 0.016303, 0.049645
300, 1.000000, 294, 61, 196, 777.000000, 0.171119, 0.095978, 0.015840, 0.050754
300, 1.000000, 294, 61, 196, 777.000000, 0.161864, 0.090119, 0.015465, 0.047128
300, 1.000000, 294, 61, 196, 777.000000, 0.167329, 0.090553, 0.014561, 0.052117
300, 1.000000, 294, 61, 196, 777.000000, 0.167135, 0.094708, 0.015146, 0.049465
300, 1.000000, 294, 61, 196, 777.000000, 0.168878, 0.096273, 0.015530, 0.048694
300, 1.000000, 294, 61, 196, 777.000000, 0.172893, 0.096622, 0.016852, 0.050203
300, 1.000000, 294, 61, 196, 777.000000, 0.170420, 0.094373, 0.016561, 0.050039
