# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
750, 1.000000, 613, 48, 281, 2091.000000, 0.965607, 0.610284, 0.202373, 0.113917
750, 1.000000, 613, 48, 281, 2091.000000, 0.947285, 0.592869, 0.203079, 0.115300
750, 1.000000, 613, 48, 281, 2091.000000, 0.958914, 0.597688, 0.203378, 0.119655
750, 1.000000, 613, 48, 281, 2091.000000, 0.931548, 0.587838, 0.192245, 0.111067
750, 1.000000, 613, 48, 281, 2091.000000, 0.972769, 0.581778, 0.236176, 0.117825
750, 1.000000, 613, 48, 281, 2091.000000, 0.936245, 0.580061, 0.187672, 0.130900
750, 1.000000, 613, 48, 281, 2091.000000, 0.975612, 0.602148, 0.212869, 0.114933
750, 1.000000, 613, 48, 281, 2091.000000, 0.927480, 0.583191, 0.195244, 0.110941
750, 1.000000, 613, 48, 281, 2091.000000, 0.953430, 0.592952, 0.205245, 0.119169
750, 1.000000, 613, 48, 281, 2091.000000, 0.948352, 0.603481, 0.198519, 0.106656
750, 1.000000, 613, 48, 281, 2091.000000, 0.965132, 0.585915, 0.208592, 0.117219
750, 1.000000, 613, 48, 281, 2091.000000, 0.948485, 0.593568, 0.203260, 0.114491
750, 1.000000, 613, 48, 281, 2091.000000, 0.946205, 0.597299, 0.202331, 0.109967
750, 1.000000, 613, 48, 281, 2091.000000, 0.925328, 0.586895, 0.190069, 0.112092
750, 1.000000, 613, 48, 281, 2091.000000, 0.945524, 0.588741, 0.190856, 0.123916
750, 1.000000, 613, 48, 281, 2091.000000, 0.936863, 0.592532, 0.187668, 0.118306
750, 1.000000, 613, 48, 281, 2091.000000, 1.075502, 0.622030, 0.248024, 0.155734
750, 1.000000, 613, 48, 281, 2091.000000, 1.011530, 0.652585, 0.204938, 0.114932
750, 1.000000, 613, 48, 281, 2091.000000, 0.985495, 0.623562, 0.204490, 0.117696
750, 1.000000, 613, 48, 281, 2091.000000, 0.943016, 0.582126, 0.211058, 0.112785
