# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
150, 1.000000, 146, 34, 81, 350.000000, 0.039325, 0.026315, 0.004591, 0.005491
150, 1.000000, 146, 34, 81, 350.000000, 0.036456, 0.023068, 0.006119, 0.004171
150, 1.000000, 146, 34, 81, 350.000000, 0.038711, 0.025887, 0.004365, 0.005891
150, 1.000000, 146, 34, 81, 350.000000, 0.038732, 0.025890, 0.004824, 0.004957
150, 1.000000, 146, 34, 81, 350.000000, 0.034412, 0.021589, 0.004615, 0.005527
150, 1.000000, 146, 34, 81, 350.000000, 0.040388, 0.027443, 0.004467, 0.005675
150, 1.000000, 146, 34, 81, 350.000000, 0.035323, 0.022788, 0.005893, 0.003820
150, 1.000000, 146, 34, 81, 350.000000, 0.035757, 0.024629, 0.004476, 0.003909
150, 1.000000, 146, 34, 81, 350.000000, 0.035221, 0.022538, 0.004886, 0.005072
150, 1.000000, 146, 34, 81, 350.000000, 0.036233, 0.024460, 0.004644, 0.003800
150, 1.000000, 146, 34, 81, 350.000000, 0.036278, 0.023940, 0.004172, 0.005494
150, 1.000000, 146, 34, 81, 350.000000, 0.036835, 0.023037, 0.006694, 0.003882
150, 1.000000, 146, 34, 81, 350.000000, 0.036198, 0.024865, 0.004493, 0.004252
150, 1.000000, 146, 34, 81, 350.000000, 0.037880, 0.024233, 0.006043, 0.004717
150, 1.000000, 146, 34, 81, 350.000000, 0.034532, 0.023179, 0.004178, 0.004548
150, 1.000000, 146, 34, 81, 350.000000, 0.038598, 0.024522, 0.005978, 0.004629
150, 1.000000, 146, 34, 81, 350.000000, 0.039060, 0.026556, 0.004905, 0.004900
150, 1.000000, 146, 34, 81, 350.000000, 0.035290, 0.023395, 0.004694, 0.003766
150, 1.000000, 146, 34, 81, 350.000000, 0.035023, 0.023138, 0.004369, 0.004974
150, 1.000000, 146, 34, 81, 350.000000, 0.034180, 0.021384, 0.006093, 0.004001
