# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
950, 1.000000, 647, 47, 214, 2619.000000, 1.760225, 0.747169, 0.909426, 0.058883
950, 1.000000, 647, 47, 214, 2619.000000, 1.809560, 0.754446, 0.950653, 0.058984
950, 1.000000, 647, 47, 214, 2619.000000, 1.807216, 0.747428, 0.956158, 0.056608
950, 1.000000, 647, 47, 214, 2619.000000, 1.677951, 0.711301, 0.851516, 0.067377
950, 1.000000, 647, 47, 214, 2619.000000, 1.650677, 0.738701, 0.806142, 0.058989
950, 1.000000, 647, 47, 214, 2619.000000, 2.211344, 0.763891, 1.332424, 0.058655
950, 1.000000, 647, 47, 214, 2619.000000, 1.783848, 0.742117, 0.932536, 0.059872
950, 1.000000, 647, 47, 214, 2619.000000, 1.663757, 0.754320, 0.808110, 0.055934
950, 1.000000, 647, 47, 214, 2619.000000, 1.796622, 0.745287, 0.944691, 0.058229
950, 1.000000, 647, 47, 214, 2619.000000, 1.702977, 0.763033, 0.819752, 0.057673
950, 1.000000, 647, 47, 214, 2619.000000, 1.671793, 0.739270, 0.829921, 0.056462
950, 1.000000, 647, 47, 214, 2619.000000, 1.680465, 0.723350, 0.844167, 0.066317
950, 1.000000, 647, 47, 214, 2619.000000, 1.738242, 0.749313, 0.885339, 0.057236
950, 1.000000, 647, 47, 214, 2619.000000, 1.710227, 0.738559, 0.867904, 0.058317
950, 1.000000, 647, 47, 214, 2619.000000, 1.687179, 0.727182, 0.855430, 0.057106
950, 1.000000, 647, 47, 214, 2619.000000, 1.725202, 0.794270, 0.820495, 0.063969
950, 1.000000, 647, 47, 214, 2619.000000, 1.767187, 0.733645, 0.915772, 0.064419
950, 1.000000, 647, 47, 214, 2619.000000, 1.847959, 0.780556, 0.955954, 0.060298
950, 1.000000, 647, 47, 214, 2619.000000, 1.733960, 0.721831, 0.910322, 0.055526
950, 1.000000, 647, 47, 214, 2619.000000, 1.776113, 0.725951, 0.930605, 0.063091
