# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
350, 1.000000, 324, 60, 209, 932.000000, 0.180426, 0.105062, 0.020853, 0.043910
350, 1.000000, 324, 60, 209, 932.000000, 0.175506, 0.100135, 0.018820, 0.046028
350, 1.000000, 324, 60, 209, 932.000000, 0.179098, 0.103423, 0.019537, 0.044151
350, 1.000000, 324, 60, 209, 932.000000, 0.178148, 0.101583, 0.019720, 0.046091
350, 1.000000, 324, 60, 209, 932.000000, 0.178371, 0.099995, 0.020120, 0.047357
350, 1.000000, 324, 60, 209, 932.000000, 0.181610, 0.105084, 0.020870, 0.045073
350, 1.000000, 324, 60, 209, 932.000000, 0.184323, 0.105328, 0.021068, 0.045939
350, 1.000000, 324, 60, 209, 932.000000, 0.183604, 0.103448, 0.021425, 0.047377
350, 1.000000, 324, 60, 209, 932.000000, 0.179616, 0.100280, 0.023185, 0.045163
350, 1.000000, 324, 60, 209, 932.000000, 0.176219, 0.102717, 0.019573, 0.044004
350, 1.000000, 324, 60, 209, 932.000000, 0.175955, 0.098604, 0.020036, 0.046231
350, 1.000000, 324, 60, 209, 932.000000, 0.178511, 0.102704, 0.020286, 0.045821
350, 1.000000, 324, 60, 209, 932.000000, 0.183383, 0.106504, 0.021609, 0.045204
350, 1.000000, 324, 60, 209, 932.000000, 0.181699, 0.103873, 0.019895, 0.047340
350, 1.000000, 324, 60, 209, 932.000000, 0.176072, 0.101012, 0.020734, 0.043387
350, 1.000000, 324, 60, 209, 932.000000, 0.180107, 0.101093, 0.021785, 0.046568
350, 1.000000, 324, 60, 209, 932.000000, 0.182121, 0.106561, 0.021968, 0.042865
350, 1.000000, 324, 60, 209, 932.000000, 0.178563, 0.104421, 0.019494, 0.043718
350, 1.000000, 324, 60, 209, 932.000000, 0.182415, 0.103536, 0.021506, 0.046507
350, 1.000000, 324, 60, 209, 932.000000, 0.185571, 0.103735, 0.020212, 0.047827
