212.213000,347.399500
697.562500,1352.699000
954.072250,626.847500
328.553000,336.742500
1382.279000,1077.107000
189.745500,1015.480500
1289.235500,1063.784500
272.315500,1680.558000
1335.285000,920.104500
432.573000,470.007500
532.275000,454.190250
146.354250,921.398250
828.310750,1467.631250
124.817000,277.887250
820.364500,153.132500
926.717250,147.785750
1764.130500,899.194500
725.885500,354.594500
678.931250,396.483750
772.839750,312.705250
1409.626500,1315.103000
1434.137750,1393.376000
1385.115250,1236.830000
787.839875,528.077875
733.385562,462.280812
842.294188,593.874937
1139.006000,719.287500
1075.201000,656.655250
1202.811000,781.919750
1584.042250,947.425750
1493.998125,971.541375
1674.086375,923.310125
1612.749000,1580.993500
1535.699000,1526.321250
1689.799000,1635.665750
1125.964750,1525.350250
1229.078375,1523.057125
1022.851125,1527.643375
135.755500,610.351500
152.151750,501.869250
119.359250,718.833750
463.770000,1440.077000
561.005500,1370.074500
366.534500,1510.079500
1682.799500,539.573000
1648.623250,421.273000
1716.975750,657.873000
