# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
850, 1.000000, 541, 43, 209, 2332.000000, 0.872271, 0.529318, 0.252542, 0.054492
850, 1.000000, 541, 43, 209, 2332.000000, 0.886371, 0.544806, 0.251040, 0.054560
850, 1.000000, 541, 43, 209, 2332.000000, 0.848825, 0.529087, 0.233047, 0.052355
850, 1.000000, 541, 43, 209, 2332.000000, 0.851839, 0.527909, 0.238756, 0.051036
850, 1.000000, 541, 43, 209, 2332.000000, 0.855450, 0.528401, 0.235564, 0.054724
850, 1.000000, 541, 43, 209, 2332.000000, 0.860459, 0.527293, 0.239678, 0.058870
850, 1.000000, 541, 43, 209, 2332.000000, 0.888525, 0.521990, 0.273483, 0.057408
850, 1.000000, 541, 43, 209, 2332.000000, 0.931211, 0.553181, 0.275722, 0.055518
850, 1.000000, 541, 43, 209, 2332.000000, 0.957656, 0.552229, 0.308697, 0.058495
850, 1.000000, 541, 43, 209, 2332.000000, 0.903871, 0.546337, 0.264816, 0.057238
850, 1.000000, 541, 43, 209, 2332.000000, 0.878281, 0.532637, 0.256245, 0.051456
850, 1.000000, 541, 43, 209, 2332.000000, 0.931976, 0.521554, 0.304179, 0.061581
850, 1.000000, 541, 43, 209, 2332.000000, 0.976750, 0.537549, 0.332717, 0.062451
850, 1.000000, 541, 43, 209, 2332.000000, 0.939919, 0.580386, 0.264707, 0.058458
850, 1.000000, 541, 43, 209, 2332.000000, 0.847860, 0.532921, 0.224425, 0.054577
850, 1.000000, 541, 43, 209, 2332.000000, 0.864683, 0.537937, 0.236773, 0.053732
850, 1.000000, 541, 43, 209, 2332.000000, 0.927115, 0.519661, 0.311312, 0.057463
850, 1.000000, 541, 43, 209, 2332.000000, 0.878256, 0.543283, 0.244782, 0.054467
850, 1.000000, 541, 43, 209, 2332.000000, 0.859540, 0.521903, 0.243703, 0.057864
850, 1.000000, 541, 43, 209, 2332.000000, 0.988558, 0.610297, 0.273592, 0.057173
