# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
650, 1.000000, 420, 31, 118, 1810.000000, 0.516857, 0.325651, 0.153977, 0.013707
650, 1.000000, 420, 31, 118, 1810.000000, 0.508579, 0.327815, 0.144720, 0.013849
650, 1.000000, 420, 31, 118, 1810.000000, 0.513765, 0.330801, 0.145459, 0.013621
650, 1.000000, 420, 31, 118, 1810.000000, 0.509514, 0.332894, 0.142254, 0.013083
650, 1.000000, 420, 31, 118, 1810.000000, 0.511979, 0.333124, 0.143177, 0.013240
650, 1.000000, 420, 31, 118, 1810.000000, 0.510323, 0.327615, 0.146593, 0.014139
650, 1.000000, 420, 31, 118, 1810.000000, 0.512395, 0.335131, 0.142269, 0.013263
650, 1.000000, 420, 31, 118, 1810.000000, 0.511475, 0.325083, 0.150515, 0.012761
650, 1.000000, 420, 31, 118, 1810.000000, 0.521143, 0.333756, 0.151635, 0.012670
650, 1.000000, 420, 31, 118, 1810.000000, 0.515399, 0.332666, 0.145973, 0.013517
650, 1.000000, 420, 31, 118, 1810.000000, 0.520411, 0.336934, 0.148539, 0.013273
650, 1.000000, 420, 31, 118, 1810.000000, 0.523245, 0.334982, 0.151044, 0.014305
650, 1.000000, 420, 31, 118, 1810.000000, 0.498963, 0.321606, 0.142563, 0.013266
650, 1.000000, 420, 31, 118, 1810.000000, 0.500066, 0.315330, 0.148247, 0.012762
650, 1.000000, 420, 31, 118, 1810.000000, 0.511745, 0.326160, 0.148959, 0.014133
650, 1.000000, 420, 31, 118, 1810.000000, 0.530188, 0.342355, 0.150517, 0.014155
650, 1.000000, 420, 31, 118, 1810.000000, 0.529564, 0.337806, 0.156785, 0.012593
650, 1.000000, 420, 31, 118, 1810.000000, 0.517772, 0.330811, 0.151142, 0.012483
650, 1.000000, 420, 31, 118, 1810.000000, 0.528660, 0.342420, 0.149147, 0.014934
650, 1.000000, 420, 31, 118, 1810.000000, 0.571418, 0.368664, 0.165147, 0.014340
