# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
550, 1.000000, 357, 32, 149, 1434.000000, 0.294502, 0.218485, 0.039397, 0.020864
550, 1.000000, 357, 32, 149, 1434.000000, 0.285696, 0.207253, 0.039092, 0.022588
550, 1.000000, 357, 32, 149, 1434.000000, 0.285080, 0.207897, 0.037930, 0.022226
550, 1.000000, 357, 32, 149, 1434.000000, 0.291887, 0.215275, 0.037855, 0.022044
550, 1.000000, 357, 32, 149, 1434.000000, 0.284501, 0.209744, 0.038217, 0.020019
550, 1.000000, 357, 32, 149, 1434.000000, 0.287635, 0.208342, 0.041029, 0.020981
550, 1.000000, 357, 32, 149, 1434.000000, 0.287740, 0.211005, 0.038227, 0.020914
550, 1.000000, 357, 32, 149, 1434.000000, 0.286065, 0.210099, 0.037947, 0.021771
550, 1.000000, 357, 32, 149, 1434.000000, 0.281024, 0.205674, 0.037773, 0.020771
550, 1.000000, 357, 32, 149, 1434.000000, 0.280019, 0.204431, 0.039287, 0.020286
550, 1.000000, 357, 32, 149, 1434.000000, 0.279702, 0.204161, 0.038598, 0.020509
550, 1.000000, 357, 32, 149, 1434.000000, 0.284051, 0.207552, 0.038295, 0.021069
550, 1.000000, 357, 32, 149, 1434.000000, 0.279052, 0.202636, 0.040109, 0.019598
550, 1.000000, 357, 32, 149, 1434.000000, 0.284115, 0.207624, 0.038732, 0.020344
550, 1.000000, 357, 32, 149, 1434.000000, 0.283644, 0.206431, 0.040440, 0.019921
550, 1.000000, 357, 32, 149, 1434.000000, 0.293085, 0.213040, 0.040219, 0.020596
550, 1.000000, 357, 32, 149, 1434.000000, 0.293060, 0.214918, 0.038984, 0.021187
550, 1.000000, 357, 32, 149, 1434.000000, 0.287462, 0.212429, 0.038118, 0.020186
550, 1.000000, 357, 32, 149, 1434.000000, 0.279154, 0.204495, 0.037394, 0.020948
550, 1.000000, 357, 32, 149, 1434.000000, 0.286448, 0.211498, 0.039339, 0.020361
