# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
900, 1.000000, 507, 19, 35, 2444.000000, 1.660263, 0.533808, 1.085745, 0.002185
900, 1.000000, 507, 19, 35, 2444.000000, 1.708188, 0.532863, 1.138187, 0.001712
900, 1.000000, 507, 19, 35, 2444.000000, 1.684406, 0.538305, 1.105604, 0.002091
900, 1.000000, 507, 19, 35, 2444.000000, 1.653619, 0.533456, 1.082686, 0.001785
900, 1.000000, 507, 19, 35, 2444.000000, 1.716670, 0.535183, 1.143444, 0.002167
900, 1.000000, 507, 19, 35, 2444.000000, 1.758612, 0.556279, 1.161304, 0.002435
900, 1.000000, 507, 19, 35, 2444.000000, 1.948796, 0.543555, 1.366637, 0.001661
900, 1.000000, 507, 19, 35, 2444.000000, 1.819084, 0.583347, 1.178692, 0.001743
900, 1.000000, 507, 19, 35, 2444.000000, 1.820455, 0.575966, 1.204561, 0.002144
900, 1.000000, 507, 19, 35, 2444.000000, 1.713329, 0.535295, 1.128136, 0.002186
