# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
500, 1.000000, 487, 137, 288, 1229.000000, 0.397915, 0.209308, 0.035141, 0.127557
500, 1.000000, 487, 137, 288, 1229.000000, 0.390802, 0.203708, 0.035090, 0.127215
500, 1.000000, 487, 137, 288, 1229.000000, 0.390240, 0.202838, 0.034670, 0.127053
500, 1.000000, 487, 137, 288, 1229.000000, 0.392874, 0.205394, 0.035770, 0.126876
500, 1.000000, 487, 137, 288, 1229.000000, 0.440391, 0.211633, 0.035514, 0.167950
500, 1.000000, 487, 137, 288, 1229.000000, 0.399601, 0.211125, 0.035256, 0.127834
500, 1.000000, 487, 137, 288, 1229.000000, 0.400855, 0.211729, 0.035201, 0.128070
500, 1.000000, 487, 137, 288, 1229.000000, 0.393920, 0.206990, 0.034883, 0.126820
500, 1.000000, 487, 137, 288, 1229.000000, 0.396589, 0.208693, 0.035387, 0.126677
500, 1.000000, 487, 137, 288, 1229.000000, 0.397955, 0.208776, 0.035314, 0.128111
500, 1.000000, 487, 137, 288, 1229.000000, 0.397446, 0.208404, 0.036986, 0.127470
500, 1.000000, 487, 137, 288, 1229.000000, 0.396519, 0.208549, 0.037204, 0.126079
500, 1.000000, 487, 137, 288, 1229.000000, 0.392306, 0.206865, 0.034489, 0.125923
500, 1.000000, 487, 137, 288, 1229.000000, 0.398066, 0.211744, 0.034876, 0.126410
500, 1.000000, 487, 137, 288, 1229.000000, 0.405275, 0.215159, 0.035675, 0.127865
500, 1.000000, 487, 137, 288, 1229.000000, 0.441315, 0.211933, 0.035005, 0.168689
500, 1.000000, 487, 137, 288, 1229.000000, 0.397826, 0.209720, 0.035157, 0.128058
500, 1.000000, 487, 137, 288, 1229.000000, 0.391659, 0.202742, 0.034684, 0.126195
500, 1.000000, 487, 137, 288, 1229.000000, 0.435450, 0.207200, 0.035679, 0.167322
500, 1.000000, 487, 137, 288, 1229.000000, 0.399787, 0.211551, 0.034900, 0.127626
