# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
200, 1.000000, 194, 24, 44, 470.000000, 0.060299, 0.042379, 0.011416, 0.001335
200, 1.000000, 194, 24, 44, 470.000000, 0.057872, 0.040807, 0.010537, 0.001283
200, 1.000000, 194, 24, 44, 470.000000, 0.060494, 0.043525, 0.010763, 0.001355
200, 1.000000, 194, 24, 44, 470.000000, 0.058411, 0.041741, 0.010003, 0.001731
200, 1.000000, 194, 24, 44, 470.000000, 0.057250, 0.040871, 0.010074, 0.001399
200, 1.000000, 194, 24, 44, 470.000000, 0.062381, 0.044154, 0.011501, 0.001298
200, 1.000000, 194, 24, 44, 470.000000, 0.058149, 0.041113, 0.010150, 0.001623
200, 1.000000, 194, 24, 44, 470.000000, 0.059505, 0.043038, 0.010079, 0.001284
200, 1.000000, 194, 24, 44, 470.000000, 0.056196, 0.040059, 0.009936, 0.001313
200, 1.000000, 194, 24, 44, 470.000000, 0.059875, 0.043018, 0.010378, 0.001426
200, 1.000000, 194, 24, 44, 470.000000, 0.057562, 0.041166, 0.010096, 0.001331
200, 1.000000, 194, 24, 44, 470.000000, 0.063094, 0.044564, 0.010973, 0.001792
200, 1.000000, 194, 24, 44, 470.000000, 0.062390, 0.045148, 0.010755, 0.001514
200, 1.000000, 194, 24, 44, 470.000000, 0.056903, 0.039972, 0.010741, 0.001313
200, 1.000000, 194, 24, 44, 470.000000, 0.056644, 0.040221, 0.010355, 0.001216
200, 1.000000, 194, 24, 44, 470.000000, 0.057009, 0.040475, 0.009774, 0.001261
200, 1.000000, 194, 24, 44, 470.000000, 0.058324, 0.040667, 0.010252, 0.001828
200, 1.000000, 194, 24, 44, 470.000000, 0.078364, 0.053621, 0.015332, 0.001900
200, 1.000000, 194, 24, 44, 470.000000, 0.077569, 0.055377, 0.013662, 0.001927
200, 1.000000, 194, 24, 44, 470.000000, 0.070022, 0.048207, 0.013076, 0.001873
