# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
300, 1.000000, 254, 24, 46, 763.000000, 0.145853, 0.067289, 0.068231, 0.001622
300, 1.000000, 254, 24, 46, 763.000000, 0.151049, 0.072493, 0.069036, 0.001518
300, 1.000000, 254, 24, 46, 763.000000, 0.146756, 0.069949, 0.067346, 0.001527
300, 1.000000, 254, 24, 46, 763.000000, 0.141279, 0.064648, 0.067017, 0.001471
300, 1.000000, 254, 24, 46, 763.000000, 0.149343, 0.070205, 0.069676, 0.001443
300, 1.000000, 254, 24, 46, 763.000000, 0.145944, 0.066133, 0.069679, 0.001637
300, 1.000000, 254, 24, 46, 763.000000, 0.148909, 0.069988, 0.068715, 0.001605
300, 1.000000, 254, 24, 46, 763.000000, 0.148286, 0.069176, 0.068585, 0.001463
300, 1.000000, 254, 24, 46, 763.000000, 0.145314, 0.069482, 0.066557, 0.001439
300, 1.000000, 254, 24, 46, 763.000000, 0.142716, 0.064867, 0.068241, 0.001734
300, 1.000000, 254, 24, 46, 763.000000, 0.143290, 0.064676, 0.069270, 0.001502
300, 1.000000, 254, 24, 46, 763.000000, 0.148069, 0.070424, 0.067708, 0.001577
300, 1.000000, 254, 24, 46, 763.000000, 0.148189, 0.069718, 0.068754, 0.001476
300, 1.000000, 254, 24, 46, 763.000000, 0.143908, 0.065719, 0.068346, 0.001481
300, 1.000000, 254, 24, 46, 763.000000, 0.149119, 0.071293, 0.067834, 0.001584
300, 1.000000, 254, 24, 46, 763.000000, 0.142980, 0.064572, 0.069180, 0.001449
300, 1.000000, 254, 24, 46, 763.000000, 0.143030, 0.067085, 0.066624, 0.001432
300, 1.000000, 254, 24, 46, 763.000000, 0.141005, 0.064838, 0.066751, 0.001520
300, 1.000000, 254, 24, 46, 763.000000, 0.148204, 0.069822, 0.068516, 0.001491
300, 1.000000, 254, 24, 46, 763.000000, 0.142390, 0.064723, 0.067474, 0.002391
