# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
650, 1.000000, 637, 230, 538, 1647.000000, 1.372010, 0.369933, 0.050640, 0.906124
650, 1.000000, 637, 230, 538, 1647.000000, 1.382037, 0.378389, 0.052129, 0.906420
650, 1.000000, 637, 230, 538, 1647.000000, 1.386211, 0.377504, 0.052294, 0.907807
650, 1.000000, 637, 230, 538, 1647.000000, 1.376702, 0.373914, 0.050650, 0.906814
650, 1.000000, 637, 230, 538, 1647.000000, 1.374055, 0.374981, 0.049708, 0.905051
650, 1.000000, 637, 230, 538, 1647.000000, 1.389354, 0.385078, 0.050988, 0.907617
650, 1.000000, 637, 230, 538, 1647.000000, 1.373326, 0.374201, 0.049498, 0.905448
650, 1.000000, 637, 230, 538, 1647.000000, 1.376670, 0.371385, 0.051970, 0.907587
650, 1.000000, 637, 230, 538, 1647.000000, 1.384084, 0.380264, 0.053018, 0.906723
650, 1.000000, 637, 230, 538, 1647.000000, 1.377774, 0.375748, 0.050833, 0.906033
650, 1.000000, 637, 230, 538, 1647.000000, 1.380178, 0.377378, 0.051239, 0.907204
650, 1.000000, 637, 230, 538, 1647.000000, 1.381397, 0.378253, 0.050490, 0.906721
650, 1.000000, 637, 230, 538, 1647.000000, 1.382040, 0.378315, 0.051816, 0.906283
650, 1.000000, 637, 230, 538, 1647.000000, 1.382026, 0.378836, 0.052469, 0.905357
650, 1.000000, 637, 230, 538, 1647.000000, 1.383662, 0.376462, 0.050836, 0.911114
650, 1.000000, 637, 230, 538, 1647.000000, 1.383555, 0.379834, 0.052954, 0.906631
650, 1.000000, 637, 230, 538, 1647.000000, 1.378793, 0.375064, 0.051659, 0.906852
650, 1.000000, 637, 230, 538, 1647.000000, 1.371640, 0.366242, 0.051735, 0.906433
650, 1.000000, 637, 230, 538, 1647.000000, 1.377840, 0.374654, 0.051442, 0.906458
650, 1.000000, 637, 230, 538, 1647.000000, 1.382968, 0.378577, 0.051370, 0.906734
