# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
550, 1.000000, 489, 125, 263, 1379.000000, 0.322641, 0.144720, 0.057109, 0.094432
550, 1.000000, 489, 125, 263, 1379.000000, 0.321967, 0.141390, 0.056597, 0.097946
550, 1.000000, 489, 125, 263, 1379.000000, 0.322659, 0.141526, 0.056895, 0.095966
550, 1.000000, 489, 125, 263, 1379.000000, 0.320599, 0.141468, 0.057232, 0.095899
550, 1.000000, 489, 125, 263, 1379.000000, 0.314971, 0.135382, 0.056584, 0.096919
550, 1.000000, 489, 125, 263, 1379.000000, 0.319670, 0.139152, 0.056806, 0.095665
550, 1.000000, 489, 125, 263, 1379.000000, 0.320316, 0.139483, 0.058208, 0.096722
550, 1.000000, 489, 125, 263, 1379.000000, 0.319460, 0.139381, 0.056357, 0.095904
550, 1.000000, 489, 125, 263, 1379.000000, 0.317251, 0.138969, 0.057514, 0.094691
550, 1.000000, 489, 125, 263, 1379.000000, 0.316462, 0.137885, 0.057724, 0.094547
550, 1.000000, 489, 125, 263, 1379.000000, 0.321968, 0.142000, 0.057095, 0.095707
550, 1.000000, 489, 125, 263, 1379.000000, 0.362518, 0.140582, 0.057546, 0.137585
550, 1.000000, 489, 125, 263, 1379.000000, 0.322180, 0.141498, 0.058956, 0.095339
550, 1.000000, 489, 125, 263, 1379.000000, 0.320238, 0.141004, 0.056298, 0.095699
550, 1.000000, 489, 125, 263, 1379.000000, 0.316428, 0.137538, 0.056321, 0.095556
550, 1.000000, 489, 125, 263, 1379.000000, 0.320695, 0.140093, 0.058511, 0.095967
550, 1.000000, 489, 125, 263, 1379.000000, 0.318184, 0.141702, 0.055531, 0.094840
550, 1.000000, 489, 125, 263, 1379.000000, 0.320472, 0.141527, 0.057312, 0.094562
550, 1.000000, 489, 125, 263, 1379.000000, 0.323708, 0.143867, 0.056955, 0.095445
550, 1.000000, 489, 125, 263, 1379.000000, 0.313605, 0.135273, 0.056101, 0.096016
