# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
950, 1.000000, 322, 15, 28, 2571.000000, 1.469162, 0.562313, 0.877542, 0.001802
950, 1.000000, 322, 15, 28, 2571.000000, 1.466805, 0.626800, 0.810703, 0.001452
950, 1.000000, 322, 15, 28, 2571.000000, 1.254279, 0.511164, 0.712568, 0.002169
950, 1.000000, 322, 15, 28, 2571.000000, 1.470267, 0.586866, 0.852271, 0.001783
950, 1.000000, 322, 15, 28, 2571.000000, 1.192063, 0.490926, 0.669940, 0.001384
950, 1.000000, 322, 15, 28, 2571.000000, 1.353251, 0.547912, 0.772409, 0.001736
950, 1.000000, 322, 15, 28, 2571.000000, 1.204082, 0.470586, 0.702925, 0.002056
950, 1.000000, 322, 15, 28, 2571.000000, 1.222187, 0.504597, 0.689019, 0.001572
950, 1.000000, 322, 15, 28, 2571.000000, 1.262659, 0.511156, 0.722104, 0.002344
950, 1.000000, 322, 15, 28, 2571.000000, 1.203198, 0.507325, 0.666998, 0.001525
