# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
750, 1.000000, 724, 305, 698, 1990.000000, 2.547797, 0.438171, 0.063710, 1.983283
750, 1.000000, 724, 305, 698, 1990.000000, 2.535023, 0.438015, 0.063385, 1.972001
750, 1.000000, 724, 305, 698, 1990.000000, 2.521300, 0.428988, 0.061610, 1.970513
750, 1.000000, 724, 305, 698, 1990.000000, 2.537119, 0.441199, 0.063655, 1.970872
750, 1.000000, 724, 305, 698, 1990.000000, 2.521699, 0.430267, 0.062143, 1.969393
750, 1.000000, 724, 305, 698, 1990.000000, 2.531757, 0.431718, 0.061819, 1.978206
750, 1.000000, 724, 305, 698, 1990.000000, 2.520599, 0.427871, 0.062845, 1.969818
750, 1.000000, 724, 305, 698, 1990.000000, 2.528177, 0.432493, 0.063629, 1.971669
750, 1.000000, 724, 305, 698, 1990.000000, 2.524328, 0.431508, 0.062414, 1.970436
750, 1.000000, 724, 305, 698, 1990.000000, 2.532323, 0.435286, 0.063725, 1.971693
750, 1.000000, 724, 305, 698, 1990.000000, 2.548245, 0.443609, 0.063138, 1.979938
750, 1.000000, 724, 305, 698, 1990.000000, 2.538275, 0.439091, 0.064610, 1.972798
750, 1.000000, 724, 305, 698, 1990.000000, 2.542110, 0.443289, 0.063022, 1.974266
750, 1.000000, 724, 305, 698, 1990.000000, 2.534753, 0.436483, 0.064793, 1.972203
750, 1.000000, 724, 305, 698, 1990.000000, 2.539572, 0.440306, 0.063317, 1.972968
750, 1.000000, 724, 305, 698, 1990.000000, 2.525098, 0.431118, 0.061613, 1.971303
750, 1.000000, 724, 305, 698, 1990.000000, 2.537417, 0.433993, 0.063003, 1.980452
750, 1.000000, 724, 305, 698, 1990.000000, 2.539396, 0.441710, 0.063889, 1.971715
750, 1.000000, 724, 305, 698, 1990.000000, 2.529803, 0.433197, 0.063332, 1.972910
750, 1.000000, 724, 305, 698, 1990.000000, 2.531719, 0.432082, 0.063409, 1.975970
