# n targts, min redund, phase 1 n centroids, phase 2 n coverages, final n uavs deployed, tot redundancy, runtime, time_spent_1st_phase, time_spent_lp_prblm, time_spent_cc_phase
350, 1.000000, 326, 76, 148, 810.000000, 0.132929, 0.081927, 0.017251, 0.021576
350, 1.000000, 326, 76, 148, 810.000000, 0.130405, 0.080103, 0.017077, 0.021007
350, 1.000000, 326, 76, 148, 810.000000, 0.125520, 0.075151, 0.017861, 0.020503
350, 1.000000, 326, 76, 148, 810.000000, 0.126425, 0.075143, 0.017818, 0.021533
350, 1.000000, 326, 76, 148, 810.000000, 0.138182, 0.086590, 0.017932, 0.021146
350, 1.000000, 326, 76, 148, 810.000000, 0.129647, 0.078975, 0.018049, 0.020574
350, 1.000000, 326, 76, 148, 810.000000, 0.125145, 0.075244, 0.017497, 0.020448
350, 1.000000, 326, 76, 148, 810.000000, 0.131161, 0.080733, 0.017577, 0.020726
350, 1.000000, 326, 76, 148, 810.000000, 0.131909, 0.081307, 0.017836, 0.020729
350, 1.000000, 326, 76, 148, 810.000000, 0.132895, 0.081188, 0.018123, 0.021277
350, 1.000000, 326, 76, 148, 810.000000, 0.130290, 0.078796, 0.018183, 0.021188
350, 1.000000, 326, 76, 148, 810.000000, 0.132092, 0.081090, 0.017605, 0.020827
350, 1.000000, 326, 76, 148, 810.000000, 0.131866, 0.080730, 0.018266, 0.020562
350, 1.000000, 326, 76, 148, 810.000000, 0.133262, 0.081414, 0.017938, 0.021065
350, 1.000000, 326, 76, 148, 810.000000, 0.134855, 0.081807, 0.019142, 0.021318
350, 1.000000, 326, 76, 148, 810.000000, 0.125511, 0.075287, 0.017377, 0.020875
350, 1.000000, 326, 76, 148, 810.000000, 0.126361, 0.075047, 0.017829, 0.021441
350, 1.000000, 326, 76, 148, 810.000000, 0.128914, 0.076922, 0.018639, 0.021321
350, 1.000000, 326, 76, 148, 810.000000, 0.128224, 0.077049, 0.018135, 0.020649
350, 1.000000, 326, 76, 148, 810.000000, 0.129564, 0.077390, 0.017900, 0.021093
